ID,Brand,Name,Original Price,Price,Category
21134713,Asos design,Свободный топ шалфейно-зеленого цвета с эффектом кислотной стирки ASOS DESIGN,1590,1590,Топ
21131322,Napapijri,Серая футболка Napapijri Box эксклюзивно на ASOS,2890,2890,Футболка
21131319,Napapijri,Темно-синяя футболка Napapijri Box эксклюзивно на ASOS,2890,2890,Футболка
21131318,Napapijri,Черная футболка Napapijri Box эксклюзивно на ASOS,2890,2890,Футболка
21131317,Napapijri,Черные леггинсы Napapijri Box эксклюзивно на ASOS,3890,3890,Леггинсы
21131313,Napapijri,Белая футболка Napapijri Box эксклюзивно для ASOS,2890,2890,Футболка
21131312,Napapijri,Темно-синие леггинсы Napapijri Box эксклюзивно на ASOS,3890,3890,Леггинсы
21131279,Napapijri,Черный укороченный свитшот Napapijri эксклюзивно для ASOS,5790,5790,Свитшот
21131135,Napapijri,Черный укороченный худи Napapijri Box – эксклюзивно на ASOS,6790,6790,Худи
21122104,Collusion,Свободное черное платье миди из тафты COLLUSION Plus Exclusive,2190,2190,Платье
21121259,Asos design,Темно-синяя юбка с косичками от комплекта ASOS DESIGN,2390,2390,Юбка
21092583,Reclaimed vintage,Черная рубашка с оборками на воротнике Reclaimed Vintage inspired,2190,2190,Рубашка
21089909,Asos design,Леггинсы в рубчик темно-серого цвета с эффектом кислотной стирки ASOS DESIGN,1990,1990,Леггинсы
21056521,Tommy jeans,Темно-синяя футболка в университетском стиле с логотипом Tommy Jeans,3890,3890,Футболка
21047848,Asos design,Вишневое плиссированное платье миди с кружевными вставками ASOS DESIGN Maternity,3890,3890,Платье
21047774,New girl order,Футболка свободного кроя с принтом connected New Girl Order,1590,1590,Футболка
21045980,Asos 4505,Леггинсы с бесшовным контуром ASOS 4505,2690,2690,Леггинсы
21042677,Asos design,Cвитшот и джоггеры из органического хлопка шалфейно-зеленого цвета с контрастной окантовкой ASOS DESIGN,3090,3090,Джоггеры
20985701,Asos design,Красное свободное платье мини из ткани добби с узором «в елочку» ASOS DESIGN Petite,3390,3390,Платье
20975994,Reclaimed vintage,Кроп-топ с объемными рукавами и темным цветочным принтом Reclaimed Vintage inspired,1790,1790,Топ
20975644,Reclaimed vintage,Белая рубашка бойфренда Reclaimed Vintage Inspired,2190,2190,Рубашка
20975307,Reclaimed vintage,Платье миди с объемными рукавами и винтажным цветочным принтом Reclaimed Vintage inspired,2790,2790,Платье
20957151,Asos design,"Платье мини с открытыми плечами, пышными рукавами со складками и жаккардовым цветочным принтом ASOS DESIGN Curve",7190,7190,Платье
20949232,Loungeable,Набор из двух пар носков из мягкой синели серого и розового цвета Loungeable,790,790,Набор
