ID,Brand,Name,Original Price,Price,Category
MP002XW0Y6YO,Incanto,Трусы,1799,1799,Трусы
IM004EWKNAE2,Imperial,Шуба,17999,12599,Шуба
NI464EWKNWU8,Nike,Тайтсы W NIKE ONE LUXE MR TIGHT,5299,4504,Тайтсы
HE012EWKGQD3,Helly,Пуховик W VERGLAS HOODED DOWN INSULATO,18990,18990,Пуховик
MP002XW02PTB,Xarizmas,Платье,4990,1990,Платье
UL002EWKRCQ5,Ulla,Футболка,4199,3770,Футболка
HE012EWKGQB4,Helly,Плащ W VALKYRIE JACKET,11990,11990,Плащ
MP002XW0NOD5,Befree,Джинсы,2999,2999,Джинсы
WO004EWKFJP4,women'secret,Сорочка ночная,3799,1705,Сорочка
HE012EWKGPZ0,Helly,Пуховик W SVALBARD DOWN JACKET,18990,11298,Пуховик
HE012EWKGPY8,Helly,Пуховик W SVALBARD DOWN JACKET,18990,17090,Пуховик
MP002XW1CQ8U,Befree,Джемпер,1599,1599,Джемпер
MP002XW1C3N0,Love,Джемпер,2599,1937,Джемпер
HE012EWFQZU7,Helly,Парка W LONGYEAR II PARKA,29990,18893,Парка
MP002XW0Y6YK,Incanto,Трусы,1799,1529,Трусы
PI032EWKDPD1,Pietro,Джемпер,12699,11420,Джемпер
GU644EWJXVC8,Guess,Куртка утепленная,17390,15650,Куртка
MP002XW14JYY,Mokko,Кардиган,5200,3640,Кардиган
GE347EWKKRX3,Geox,Куртка утепленная,22990,22990,Куртка
VI005EWKOOP7,Violeta,Боди - FAMA-I,3599,3599,Боди
MP002XW0YBHO,Qwentiny,Кардиган,5990,5990,Кардиган
WO004FWKFJP2,women'secret,Носки,399,319,Носки
TO054EWJQVJ0,Tory,Юбка,57100,25692,Юбка
EL026EWKRPZ8,Elsi,Куртка джинсовая,25499,11595,Куртка
MP002XW0EEFY,Befree,Джинсы,2799,2799,Джинсы
CA105EWKERH0,Calvin,Пуховик,26990,26990,Пуховик
BR019EWKNKW7,Brave,Шуба,3999,3390,Шуба
TR015EWKQBR9,TrendyAngel,Костюм,7990,4753,Костюм
BR019EWJXBG3,Brave,Куртка утепленная,6199,5570,Куртка
NI464EWJOMA1,Nike,Брюки спортивные W NSW SWSH PANT PK PLUS,4499,4499,Брюки
BR019EWHYIM4,Brave,Куртка,4799,2155,Куртка
TO029EWJWYP0,Topshop,Жакет,5099,3664,Жакет
MP002XW0EBC6,Concept,Джинсы,1999,1999,Джинсы
